is_clean,product_name,brand_name,size,loves_count,number_of_reviews,rating,secondary_category,tertiary_category,ingredients,ingredient_description,limited_edition,online_only,sephora_exclusive,list_price
0,Double Wear Stay-In-Place Flawless Longwear Cream Concealer,Estée Lauder,0.24,42722,398,4.2261,Face,Concealer,"watereau, cyclopentasiloxane, trimethylsiloxysilicate, phenyl trimethicone, butylene glycol, boron nitride, sorbitan sesquioleate, pegppg1818 dimethicone, tribehenin, magnesium sulfate, tocopheryl acetate, sodium hyaluronate, ethylhexylglycerin, dimethicone, methicone, laureth7, glycerin, cetyl pegppg101 dimethicone, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, xanthan gum, alumina, trisiloxane, dimethicone silylate, sorbic acid, phenoxyethanol, chlorphenesin, iron oxides ci 77491, ci 77492, ci 77499, titanium dioxide ci 77891, mica","Water\Aqua\Eau, Cyclopentasiloxane, Trimethylsiloxysilicate, Phenyl Trimethicone, Butylene Glycol, Boron Nitride, Sorbitan Sesquioleate, Peg/Ppg18/18 Dimethicone, Tribehenin, Magnesium Sulfate, Tocopheryl Acetate, Sodium Hyaluronate, Ethylhexylglycerin, Dimethicone, Methicone, Laureth7, Glycerin, Cetyl Peg/Ppg10/1 Dimethicone, Pentaerythrityl TetraDiTButyl Hydroxyhydrocinnamate, Xanthan Gum, Alumina, Trisiloxane, Dimethicone Silylate, Sorbic Acid, Phenoxyethanol, Chlorphenesin, [+/ Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891), Mica],,
Please be aware that ingredient lists may change or vary from time to time Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients",0,0,0,32.0
0,Futurist Aqua Brilliance Watery Glow Primer with Hyaluronic Acid and Glycerin,Estée Lauder,1.35,7061,229,4.2358,Face,Face Primer,"watereau, methyl trimethicone, butylene glycol, glycerin, glycereth26, propanediol, dimethicone, sodium hyaluronate, tocopheryl acetate, squalane, helianthus annuus sunflower seed extract, propylene glycol dicaprate, cucumis sativus cucumber fruit extract, simmondsia chinensis jojoba seed oil, haberlea rhodopensis leaf extract, beta vulgaris beet root extractbeta vulgarisextrait de racine de betterave, palmitoyl tripeptide1, artemia extract, nymphaea alba root extract, hordeum vulgare barley extractextrait dorge, polygala senega root extract, berberis vulgaris extract, caffeine, phenyl trimethicone, ascorbyl glucoside, betaine, trehalose, ethylhexyl palmitate, cetyl pegppg101 dimethicone, lauryl peg9 polydimethylsiloxyethyl dimethicone, cholesterol, methyldihydrojasmonate, methicone, caprylyl glycol, triticum vulgare wheat germ extract, yeast extractfaexextrait de levure, tribehenin, glucose, sucrose, tin oxide, dimethiconepeg1015 crosspolymer, dipropylene glycol, peg75, silica dimethyl silylate, sorbitan isostearate, polysilicone11, synthetic fluorphlogopite, xanthan gum, polyquaternium51, nylon12, citric acid, sodium chloride, disodium edta, sodium citrate, chlorphenesin, potassium sorbate, phenoxyethanol, mica, titanium dioxide ci 77891, iron oxides ci 77491, bismuth oxychloride ci 77163","IonCharged Water,Triple Moisture Complex ,,Water\Aqua\Eau, Methyl Trimethicone, Butylene Glycol, Glycerin, Glycereth26, Propanediol, Dimethicone, Sodium Hyaluronate, Tocopheryl Acetate, Squalane, Helianthus Annuus (Sunflower) Seed Extract, Propylene Glycol Dicaprate, Cucumis Sativus (Cucumber) Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Haberlea Rhodopensis Leaf Extract, Beta Vulgaris (Beet) Root Extract\Beta Vulgaris\Extrait De Racine De Betterave, Palmitoyl Tripeptide1, Artemia Extract, Nymphaea Alba Root Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Polygala Senega Root Extract, Berberis Vulgaris Extract, Caffeine, Phenyl Trimethicone, Ascorbyl Glucoside, Betaine, Trehalose, Ethylhexyl Palmitate, Cetyl Peg/Ppg10/1 Dimethicone, Lauryl Peg9 Polydimethylsiloxyethyl Dimethicone, Cholesterol, Methyldihydrojasmonate, Methicone, Caprylyl Glycol, Triticum Vulgare (Wheat) Germ Extract, Yeast Extract\Faex\Extrait De Levure, Tribehenin, Glucose, Sucrose, Tin Oxide, Dimethicone/Peg10/15 Crosspolymer, Dipropylene Glycol, Peg75, Silica Dimethyl Silylate, Sorbitan Isostearate, Polysilicone11, Synthetic Fluorphlogopite, Xanthan Gum, Polyquaternium51, Nylon12, Citric Acid, Sodium Chloride, Disodium Edta, Sodium Citrate, Chlorphenesin, Potassium Sorbate, Phenoxyethanol, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Bismuth Oxychloride (Ci 77163) ,,Please be aware that ingredient lists may change or vary from time to time Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients",0,0,0,46.0
0,Iconic Lipstick,Fashion Fair,0.12,12955,86,4.5698,Lip,Lipstick,"pentaerythrityl tetraisostearate, octyldodecanol, polyglyceryl3 diisostearate, propylene glycol dibenzoate, polyester4, polyethylene, dipentaerythrityl hexahydroxystearatehexastearatehexarosinate, polybutene, cera microcristallinamicrocrystalline waxcire microcristalline, silica dimethyl silylate, candelilla ceraeuphorbia cerifera candelilla waxcire de candelilla, mica, synthetic fluorphlogopite, synthetic beeswax, diisostearyl malate, 1, 2hexanediol, caprylyl glycol, silica, helianthus annuus sunflower seed oil, rosmarinus officinalis rosemary leaf extract, tin oxide may containpeut contenir ci 77891 titanium dioxide, ci 77491, ci 77492, ci 77499 iron oxides, ci 15850 red 6, ci 15850 red 7 lake, ci 45410 red 28 lake, ci 19140 yellow 5 lake, ci 42090 blue 1 lake","Sunflower Seed Oil Helps to replenish, strengthen, and soothe dry lips,Rosemary Leaf Extract Nourishing antioxidant that is known for to soothe irritation,,Pentaerythrityl Tetraisostearate, Octyldodecanol, Polyglyceryl3 Diisostearate, Propylene Glycol Dibenzoate, Polyester4, Polyethylene, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Polybutene, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Silica Dimethyl Silylate, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire de Candelilla, Mica, Synthetic Fluorphlogopite, Synthetic Beeswax, Diisostearyl Malate, 1,2Hexanediol, Caprylyl Glycol, Silica, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tin Oxide May Contain/Peut Contenir (±) CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 15850 (Red 6), CI 15850 (Red 7 Lake), CI 45410 (Red 28 Lake), CI 19140 (Yellow 5 Lake), CI 42090 (Blue 1 Lake)",0,0,1,29.0
0,Crème to Powder Skin Foundation,Fashion Fair,0.46,6744,67,4.2687,Face,Foundation,"diethylene glycol diethylhexanoatediisononanoate, isostearyl neopentanoate, neopentyl, glycol dicaprylatedicaprate, tridecyl stearate, mica, cellulose, silica, boron nitride, polyethylene, kaolin, ethylhexyl isononanoate, cera carnaubacopernicia cerifera carnauba, waxcire de carnauba, bambusa arundinacea stem powder, tetrahexyldecyl ascorbate, tridecyl trimellitate, hexylresorcinol, isopropyl titanium triisostearate, glycerin, glycine soja soybean oil, curcuma longa turmeric root powder, camellia sinensis leaf extract may containpeut contenir ci 77891 titanium dioxide, ci 77491, ci 77492, ci 77499 iron oxides","Bamboo Powder Absorbs excess oil,Green Tea Extract Fights acne, soothes skin, and unclogs pores,Vitamin C Prevents sun damage and improves the appearance of wrinkles and dark spots,,Diethylene Glycol Diethylhexanoate/Diisononanoate, Isostearyl Neopentanoate, Neopentyl Glycol Dicaprylate/Dicaprate, Tridecyl Stearate, Silica, Cellulose, Boron Nitride, Mica, Polyethylene, Kaolin, Bambusa Arundinacea Stem Powder, Ethylhexyl Isononanoate, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Tetrahexyldecyl Ascorbate, Tridecyl Trimellitate, Hexylresorcinol, Isopropyl Titanium Triisostearate, Glycine Soja (Soybean),Oil, Glycerin, Curcuma Longa (Turmeric) Root Powder, Camellia Sinensis Leaf Extract May Contain/Peut Contenir (±) CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides),",0,0,1,41.0
0,SkinFlex Stick Foundation,Fashion Fair,0.32,5569,59,4.4407,Face,Foundation,"ethylhexyl palmitate, mica, octyldodecanol, propylene glycol laurate, candelilla, ceraeuphorbia cerifera candelilla waxcire de candelilla, tribehenin, c1215 alkyl, ethylhexanoate, silica, oryza sativa rice bran cerawax, boron nitride, cetyl palmitate, lecithin, caprylyl glycol, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, glycine soja soybean oil, tocopherol, ascorbyl palmitate, aloe barbadensis leaf extract may containpeut contenir ci 77891 titanium dioxide, ci 77491, ci 77492, ci 77499 iron oxides","Tribehenin Glycerinderived, fatty acidinfused humectant that helps avert moisture loss,Rice Bran Wax Antioxidantrich extract that helps moisturize without blocking pores,Aloe Leaf Extract Refreshing hydrator that gently soothes and softens  ,,Ethylhexyl Palmitate, Mica, Octyldodecanol, Propylene Glycol Laurate, Candelilla,Cera/Euphorbia Cerifera (Candelilla) Wax/Cire de Candelilla, Tribehenin, C1215 Alkyl,Ethylhexanoate, Silica, Oryza Sativa (Rice) Bran Cera/Wax, Boron Nitride, Cetyl Palmitate,,Lecithin, Caprylyl Glycol, Pentaerythrityl Tetraditbutyl Hydroxyhydrocinnamate, Glycine Soja (Soybean) Oil, Tocopherol, Ascorbyl Palmitate, Aloe Barbadensis Leaf Extract May Contain/Peut Contenir (±) CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides)",0,0,1,39.0
0,Set It Loose Setting Powder,Fashion Fair,0.68,4290,38,4.1053,Face,Setting Spray & Powder,"talc, magnesium myristate, nylon12, zea mays corn starch, capryliccapric triglyceride, ethylhexyl palmitate, glycine soja soybean oil, polymethyl methacrylate, glycerin, lycopodium clavatum extract, sodium dehydroacetate, phenoxyethanol, caprylyl glycol, lauroyl lysine, polyglyceryl3 diisostearate, imperata cylindrica root extract, ascorbyl palmitate, oryza sativa rice extract, oryza sativa rice germ extract, potassium sorbate may containpeut contenir ci 77491, ci 77492, ci 77499 iron oxides, ci 77007 ultramarines","FF Blue Light Protection Complex (Soybean Oil and Rice Extract) Defends against effects of blue light and environmental aggressors,Vitamin C Evens tone, visibly reduces hyperpigmentation, and smooths skin,Glycerin Cultfavorite humectant that draws moisture to the skin,,Talc, Magnesium Myristate, Nylon12, Zea Mays (Corn) Starch, Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Glycine Soja (Soybean) Oil, Polymethyl Methacrylate, Glycerin, Lycopodium Clavatum Extract, Sodium Dehydroacetate, Phenoxyethanol, Caprylyl Glycol, Lauroyl Lysine, Polyglyceryl3 Diisostearate, Imperata Cylindrica Root Extract, Ascorbyl Palmitate, Oryza Sativa (Rice) Extract, Oryza Sativa (Rice) Germ Extract, Potassium Sorbate May Contain/Peut Contenir (±) CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77007 (Ultramarines)",0,0,1,35.0
0,Iconic Pressed Setting Powder,Fashion Fair,0.3,3683,35,4.3143,Face,Setting Spray & Powder,"talc, phenyl trimethicone, zinc stearate, lauryl methacrylateglycol dimethacrylate crosspolymer, polymethyl methacrylate, glycine soja soybean oil, phenoxyethanol, glycerin, caprylyl glycol, lycopodium clavatum extract, sodium dehydroacetate, polyglyceryl3 diisostearate, imperata cylindrica root extract, ascorbyl palmitate, oryza sativa rice extract, oryza sativa rice germ extract, potassium sorbate may containpeut contenir ci 77491, ci 77492, ci 77499 iron oxides, ci 19140 yellow 5 lake, ci 15850 red 7 lake, ci 77007 ultramarines, ci 77742 manganese violet","FF Blue Light Protection Complex (Soybean Oil and Rice Extract) Defends against effects of blue light and environmental aggressors,Vitamin C Evens tone, visibly reduces hyperpigmentation, and smooths skin ,Glycerin Cultfavorite humectant that draws moisture to the skin,,Talc, Phenyl Trimethicone, Zinc Stearate, Lauryl Methacrylate/Glycol Dimethacrylate Crosspolymer, Polymethyl Methacrylate, Glycine Soja (Soybean) Oil, Phenoxyethanol, Glycerin, Caprylyl Glycol, Lycopodium Clavatum Extract, Sodium Dehydroacetate, Polyglyceryl3 Diisostearate, Imperata Cylindrica Root Extract, Ascorbyl Palmitate, Oryza Sativa (Rice) Extract, Oryza Sativa (Rice) Germ Extract, Potassium Sorbate May Contain/Peut Contenir (±) CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 19140 (Yellow 5 Lake), CI 15850 (Red 7 Lake), CI 77007 (Ultramarines), CI 77742 (Manganese Violet)",0,0,1,35.0
0,Cream and Powder Blush Duo,Fashion Fair,0.12,2683,44,4.5682,Cheek,Blush,"powder, mica, synthetic fluorphlogopite, zinc stearate, squalane, nylon12, octyldodecyl stearoyl stearate, polymethyl methacrylate, hditrimethylol hexyllactone crosspolymer, hydrogenated polycyclopentadiene, stearoyl glutamic acid, nylon612, aquawatereau, olive glycerides, sodium acetylated hyaluronate, glycine soja soybean oil, silica, butylene glycol, camellia sinensis leaf extract, ceramide np, benzyl alcohol, sodium hyaluronate, aloe barbadensis leaf extract, dehydroacetic acid, 1, 2hexanediol, caprylyl glycol, phenoxyethanol may containpeut contenir ci 77491, ci 77492, ci 77499 iron oxides, ci 15850 red 6, ci 15850 red 7 lake, ci 77742 manganese violet, cream, c1215 alkyl ethylhexanoate, mica, isopropyl palmitate, ricinus communis castor seed oil, candelilla ceraeuphorbia cerifera candelilla waxcire de candelilla, cera carnaubacopernicia cerifera carnauba waxcire de carnauba, paraffin, polyethylene, synthetic wax, cera microcristallinamicrocrystalline waxcire microcristalline, simmondsia chinensis jojoba seed oil, glycine soja soybean oil, tocopherol, ascorbyl palmitate, aloe barbadensis leaf extract, camellia oleifera leaf extract, ceramide np, sodium hyaluronate, aquawatereau, glycerin, phenoxyethanol may containpeut contenir ci 77891 titanium dioxide, ci 77491, ci 77492, ci 77499 iron oxides, ci 15850 red 6, ci 15850 red 7 lake, ci 17200 red","Ceramides and Sodium Hyaluronate Visibly plump and leave skin looking refreshed,Green Tea Extract, Aloe Vera, Jojoba Oil, and Squalane Deliver moisture and antioxidants,,,Powder,,Mica, Synthetic Fluorphlogopite, Zinc Stearate, Squalane, Nylon12, Octyldodecyl Stearoyl Stearate, Polymethyl Methacrylate, Hdi/Trimethylol Hexyllactone Crosspolymer, Hydrogenated Polycyclopentadiene, Stearoyl Glutamic Acid, Nylon6/12, Aqua/Water/Eau, Olive Glycerides, Sodium Acetylated Hyaluronate, Glycine Soja (Soybean) Oil, Silica, Butylene Glycol, Camellia Sinensis Leaf Extract, Ceramide Np, Benzyl Alcohol, Sodium Hyaluronate, Aloe Barbadensis Leaf Extract, Dehydroacetic Acid, 1,2Hexanediol, Caprylyl Glycol, Phenoxyethanol May Contain/Peut Contenir (±) Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 15850 (Red 6), Ci 15850 (Red 7 Lake), Ci 77742 (Manganese Violet),,,Cream ,,C1215 Alkyl Ethylhexanoate, Mica, Isopropyl Palmitate, Ricinus Communis (Castor) Seed Oil, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Paraffin, Polyethylene, Synthetic Wax, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Simmondsia Chinensis (Jojoba) Seed Oil, Glycine Soja (Soybean) Oil, Tocopherol, Ascorbyl Palmitate, Aloe Barbadensis Leaf Extract, Camellia Oleifera Leaf Extract, Ceramide Np, Sodium Hyaluronate, Aqua/Water/Eau, Glycerin, Phenoxyethanol May Contain/Peut Contenir (±) Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 15850 (Red 6), Ci 15850 (Red 7 Lake), Ci 17200 (Red)",0,0,1,39.0
0,Fabulous Face Priming Serum,Fashion Fair,1.0,2477,27,4.6667,Face,Face Primer,"aquawatereau, dimethicone, glycerin, butyrospermum parkii shea butter, glyceryl, stearate, cocos nucifera coconut oil, vinyl dimethiconemethicone silsesquioxane, crosspolymer, capryliccapric triglyceride, polymethylsilsesquioxane, polysilicone11, niacinamide, citrus unshiu peel extract, phenoxyethanol, hydroxyethyl acrylatesodium, acryloyldimethyl taurate copolymer, hydroxyacetophenone, sodium acrylatesodium, acryloyldimethyl taurate copolymer, polyisobutene, butylene glycol, citric acid, trisodium, ethylenediamine disuccinate, sodium hyaluronate, polysorbate 60, sorbitan isostearate, sorbitan oleate, caprylylcapryl glucoside, aloe barbadensis leaf extract, carbomer, polysorbate 20, mica, sodium hydroxide, potassium sorbate, palmitoyl tetrapeptide7, sodium citrate, palmitoyl tripeptide1, biotin may containpeut contenir ci 77891 titanium dioxide, ci 77491, ci 77492, ci 77499 iron oxides, ci 19140 yellow 5, ci 16035 red 40","Shea Butter Smooths, visibly plumps, and delivers an abundance of fatty acids, antioxidants, and vitamins,Citrus Unshiu Peel Extract An antioxidantrich ingredient that visibly brightens and reduces hyperpigmentation,Niacinamide (Vitamin B3) Promotes visibly bright, glowing skin ,,Aqua/Water/Eau, Dimethicone, Glycerin, Butyrospermum Parkii (Shea) Butter, Glyceryl,Stearate, Cocos Nucifera (Coconut) Oil, Vinyl Dimethicone/Methicone Silsesquioxane,Crosspolymer, Caprylic/Capric Triglyceride, Polymethylsilsesquioxane, Polysilicone11,,Niacinamide, Citrus Unshiu Peel Extract, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium,Acryloyldimethyl Taurate Copolymer, Hydroxyacetophenone, Sodium Acrylate/Sodium,Acryloyldimethyl Taurate Copolymer, Polyisobutene, Butylene Glycol, Citric Acid, Trisodium,Ethylenediamine Disuccinate, Sodium Hyaluronate, Polysorbate 60, Sorbitan Isostearate,,Sorbitan Oleate, Caprylyl/Capryl Glucoside, Aloe Barbadensis Leaf Extract, Carbomer,,Polysorbate 20, Mica, Sodium Hydroxide, Potassium Sorbate, Palmitoyl Tetrapeptide7, Sodium Citrate, Palmitoyl Tripeptide1, Biotin May Contain/Peut Contenir (±) CI 77891 (Titanium Dioxide), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 19140 (Yellow 5), CI 16035 (Red 40)",0,0,1,39.0
0,Lip Teasers Lip Gloss,Fashion Fair,0.16,871,29,4.2414,Lip,Lip Gloss,"octyldodecanol, hydrogenated castor oilsebacic acid copolymer, disteardimonium hectorite, silica, candelilla ceraeuphorbia cerifera candelilla waxcire de candelilla, calcium sodium borosilicate, helianthus annuus sunflower seed oil, anthemis nobilis flower extract, tocopheryl acetate, tin oxide may containpeut contenir ci 77891 titanium dioxide, ci 15850 red 7 lake, ci 17200 red 33 lake, ci 42090 blue 1 lake","Castor Oil Softens and visibly plumps lips with a rich supply of omega fatty acids ,Sunﬂower Seed Oil Delivers balmlike hydration ,Rosemary Leaf Conditions,,Octyldodecanol, Hydrogenated Castor Oil/Sebacic Acid Copolymer, Disteardimonium Hectorite, Silica, Candelilla Cera/Euphorbia Cerifera (Candelilla) Wax/Cire De Candelilla, Calcium Sodium Borosilicate, Helianthus Annuus (Sunflower) Seed Oil, Anthemis Nobilis Flower Extract, Tocopheryl Acetate, Tin Oxide May Contain/Peut Contenir (±) CI 77891 (Titanium Dioxide), CI 15850 (Red 7 Lake), CI 17200 (Red 33 Lake), CI 42090 (Blue 1 Lake)",0,0,1,28.0
0,Luxe Highlighter Duo,Fashion Fair,0.16,664,43,4.7907,Face,Highlighter,"mica, octyldodecyl stearoyl stearate, capryliccapric triglyceride, isostearyl alcohol, isodecyl neopentanoate, silica, nylon12, persea gratissima avocado oil, magnesium stearate, lauroyl lysine, tin oxide, sodium hyaluronate, potassium sorbate, phenoxyethanol may containpeut contenir ci 77891 titanium dioxide, ci 77491, ci 77492, ci 77499 iron oxides, ci 77742 manganese violet","Squalane and Sodium Hyaluronate Hydrate and visibly plump skin,,Mica, Octyldodecyl Stearoyl Stearate, Caprylic/Capric Triglyceride, Isostearyl Alcohol, Isodecyl Neopentanoate, Silica, Nylon12, Persea Gratissima (Avocado) Oil, Magnesium Stearate, Lauroyl Lysine, Tin Oxide, Sodium Hyaluronate, Potassium Sorbate, Phenoxyethanol May Contain/Peut Contenir (±) Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77742 (Manganese Violet)",0,0,1,39.0
0,Gloss Bomb Universal Lip Luminizer,Fenty Beauty by Rihanna,0.3,968317,13205,4.6165,Lip,Lip Gloss,"polybutene, octyldodecanol, bisdiglyceryl polyacyladipate2, tricaprylin, cera microcristallinamicrocrystalline waxcire microcristalline, polyethylene, silica dimethyl silylate, vpeicosene copolymer, vphexadecene copolymer, butyrospermum parkii shea butter, mica, sorbitan oleate, silica, octyldodecyl neopentanoate, ethylhexyl palmitate, caprylyl glycol, butyrospermum parkii shea butter unsaponifiables, aromaflavor, parfumfragrance, tribehenin, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, sorbitan isostearate, tocopherol, tocopheryl acetate, synthetic fluorphlogopite, tetrahexyldecyl ascorbate, lactic acid, calcium sodium borosilicate, calcium aluminum borosilicate, polyethylene terephthalate, palmitoyl tripeptide1, acrylates copolymer, tin oxide, titanium dioxide ci 77891, iron oxides ci 77491, ci 77499, benzyl benzoate, limonene","Polybutene, Octyldodecanol, BisDiglyceryl Polyacyladipate2, Tricaprylin, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Polyethylene, Silica Dimethyl Silylate, Vp/Eicosene Copolymer, Vp/Hexadecene Copolymer, Butyrospermum Parkii (Shea) Butter, Mica, Sorbitan Oleate, Silica, Octyldodecyl Neopentanoate, Ethylhexyl Palmitate, Caprylyl Glycol, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Aroma/Flavor, Parfum/Fragrance, Tribehenin, Pentaerythrityl TetraDiTButyl Hydroxyhydrocinnamate, Sorbitan Isostearate, Tocopherol, Tocopheryl Acetate, Synthetic Fluorphlogopite, Tetrahexyldecyl Ascorbate, Lactic Acid, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Polyethylene Terephthalate, Palmitoyl Tripeptide1, Acrylates Copolymer, Tin Oxide, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Benzyl Benzoate, Limonene",0,0,0,21.0
0,Pro Filt’r Soft Matte Longwear Liquid Foundation,Fenty Beauty by Rihanna,0.24,856497,17417,4.0177,Face,Foundation,"aquawatereau, dimethicone, talc, peg10 dimethicone, trimethylsiloxysilicate, polypropylene, isododecane, cetyl pegppg101 dimethicone, nylon12, hditrimethylol hexyllactone crosspolymer, phenoxyethanol, sodium chloride, hydrogen dimethicone, glycerin, magnesium sulfate, sodium dehydroacetate, disteardimonium hectorite, aluminum hydroxide, methicone, benzoic acid, dehydroacetic acid, propylene carbonate, ethylhexylglycerin, parfumfragrance, silica, biosaccharide gum4, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, ananas sativus pineapple fruit extract, carica papaya papaya fruit extract, paullinia cupana seed extract, potassium sorbate, tocopherol, sorbic acid may containpeut contenir titanium dioxide ci 77891, iron oxides ci 77491, ci 77492, ci 77499","Aqua/Water/Eau, Dimethicone, Talc, PEG10 Dimethicone, Trimethylsiloxysilicate, Polypropylene, Isododecane, Cetyl PEG/PPG10/1 Dimethicone, Nylon12, HDI/Trimethylol Hexyllactone Crosspolymer, Phenoxyethanol, Sodium Chloride, Hydrogen Dimethicone, Glycerin, Magnesium Sulfate, Sodium Dehydroacetate, Disteardimonium Hectorite, Aluminum Hydroxide, Methicone, Benzoic Acid, Dehydroacetic Acid, Propylene Carbonate, Ethylhexylglycerin, Parfum/Fragrance, Silica, Biosaccharide Gum4, Pentaerythrityl TetraDiTButyl Hydroxyhydrocinnamate, Ananas Sativus (Pineapple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Paullinia Cupana Seed Extract, Potassium Sorbate, Tocopherol, Sorbic Acid May Contain/Peut Contenir (+/) Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499)",0,0,0,40.0
0,Stunna Lip Paint Longwear Fluid Lip Color,Fenty Beauty by Rihanna,0.13,486935,5330,4.2313,Lip,Lipstick,"isododecane, dimethicone, trimethylsiloxysilicate, hydrogenated polycyclopentadiene, disteardimonium hectorite, triethoxycaprylylsilane, propylene carbonate, red 7 ci 15850, yellow 5 lake ci 19140, yellow 6 lake ci 15985","Isododecane, Dimethicone, Trimethylsiloxysilicate, Hydrogenated Polycyclopentadiene, Disteardimonium Hectorite, Triethoxycaprylylsilane, Propylene Carbonate, Red 7 (Ci 15850), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985)",0,0,0,29.0
0,Match Stix Matte Contour Skinstick,Fenty Beauty by Rihanna,0.25,480967,2215,4.247,Face,Contour,"tricaprylin, c1215 alkyl ethylhexanoate, synthetic wax, polymethyl methacrylate, octyldodecanol, sucrose acetate isobutyrate, mica, cera microcristallinamicrocrystalline waxcire microcristalline, octyldodecyl neopentanoate, silica, polymethylsilsesquioxane, vpeicosene copolymer, vphexadecene copolymer, cetyl pegppg101 dimethicone, caprylyl glycol, pentaerythrityl tetraditbutyl hydroxyhydrocinnamate, tocopheryl acetate, ascorbyl palmitate, cocos nucifera coconut oil, tocopherol, calcium sodium borosilicate, synthetic fluorphlogopite, calcium aluminum borosilicate, polyethylene terephthalate, sodium hyaluronate, acrylates copolymer, bht, tin oxide, titanium dioxide ci 77891, iron oxides ci 77491, ci 77492, ci 77499","Tricaprylin, C1215 Alkyl Ethylhexanoate, Synthetic Wax, Polymethyl Methacrylate, Octyldodecanol, Sucrose Acetate Isobutyrate, Mica, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Octyldodecyl Neopentanoate, Silica, Polymethylsilsesquioxane, Vp/Eicosene Copolymer, Vp/Hexadecene Copolymer, Cetyl Peg/Ppg10/1 Dimethicone, Caprylyl Glycol, Pentaerythrityl TetraDiTButyl Hydroxyhydrocinnamate, Tocopheryl Acetate, Ascorbyl Palmitate, Cocos Nucifera (Coconut) Oil, Tocopherol, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Polyethylene Terephthalate, Sodium Hyaluronate, Acrylates Copolymer, Bht, Tin Oxide, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)",0,0,0,32.0
