product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,value_price_usd,sale_price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price,Product ID,Brand Name,Image 11 URL,Image 5 URL,Image 15 URL,Number of Reviews,Rating,Image 12 URL,Image 9 URL,Image 4 URL,Image 7 URL,Image 18 URL,Image 17 URL,Ingredient Description,Image 8 URL,Image 13 URL,Image 14 URL,Full Product URL,Image 20 URL,Image 10 URL,List Price,Image 1 URL,Image 6 URL,Image 3 URL,Image 19 URL,Size,Product Name,Image 16 URL,Image 2 URL,is_clean
P379031,Matte Radiance Baked Powder Compact,5809,Laura Mercier,98093,4.5837,1016.0,0.26 oz/ 7.3 g,Color,Highlight 01,golden nude,"['Mica (Ci 77019), Talc, Nylon-12, Dimethicone, Isopropyl Palmitate, Polysorbate 20, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Magnesium Aluminum Silicate, Octyldodecyl Stearoyl Stearate, Cetearyl Ethylhexanoate, Isohexadecane, Caprylyl Glycol, Sorbitan Stearate, Sodium Dehydroacetate, Phenoxyethanol, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Polysorbate 80, Hexylene Glycol, Lauroyl Lysine, Sorbitan Oleate, Tin Oxide, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Silica. May Contain (+/-): Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides).']",48.0,,,0,0,0,0,0,,Makeup,Face,Setting Spray & Powder,3,48.0,48.0,P379031,Laura Mercier,,,,1035.0,4.5816,,,,,,,"Mica (Ci 77019), Talc, Nylon-12, Dimethicone, Isopropyl Palmitate, Polysorbate 20, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Magnesium Aluminum Silicate, Octyldodecyl Stearoyl Stearate, Cetearyl Ethylhexanoate, Isohexadecane, Caprylyl Glycol, Sorbitan Stearate, Sodium Dehydroacetate, Phenoxyethanol, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopheryl Acetate, Polysorbate 80, Hexylene Glycol, Lauroyl Lysine, Sorbitan Oleate, Tin Oxide, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Silica. May Contain (+/-): Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides). ",,,,https://www.sephora.com/product/matte-radiance-baked-powder-compact-P379031?skuId=1522184,,,$49.00,,,,,0.26 oz/ 7.3 g,Matte Radiance Baked Powder Compact,,,0
P433131,Blush Color Infusion,5809,Laura Mercier,96023,4.6951,774.0,0.2 oz/ 6 g,Color,Passionfruit,warm coral luminescent pink,"['Talc, Dimethicone, Nylon-12, Zinc Stearate, Silica, Magnesium Myristate, Cetyl Dimethicone, Sodium Hyaluronate, Lauroyl Lysine, Hexylene Glycol, Phenoxyethanol, Caprylyl Glycol. May Contain (+/-): Mica, Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Red 7 (Ci 15850).']",36.0,,,0,0,0,0,0,"['Light Coverage', 'Pressed Powder Formula', 'Natural Finish', 'Long-wearing', 'Without Parabens']",Makeup,Cheek,Blush,9,36.0,36.0,P433131,Laura Mercier,,,,823.0,4.6488,,,/productimages/sku/s2411668-av-12-zoom.jpg,,,,"Talc, Dimethicone, Nylon-12, Zinc Stearate, Silica, Magnesium Myristate, Cetyl Dimethicone, Sodium Hyaluronate, Lauroyl Lysine, Hexylene Glycol, Phenoxyethanol, Caprylyl Glycol. May Contain (+/-): Mica, Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499), Red 7 (Ci 15850).",,,,https://www.sephora.com/product/blush-colour-infusion-P433131?skuId=2411668,,,$37.00,/productimages/sku/s2411668-av-01-zoom.jpg,,/productimages/sku/s2411668-av-10-zoom.jpg,,0.2 oz/ 6 g,Blush Color Infusion,,/productimages/sku/s2411668-av-11-zoom.jpg,0
P109911,Secret Brightening Powder for Under Eyes,5809,Laura Mercier,95941,4.2645,1747.0,0.14 oz/ 4.2 g,Color,#1,fair to medium skin tones,"['All shades contain:', 'Talc, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone, Ethylene/Methacrylate Copolymer, Zeolite, Trimethylsiloxysilicate, Sorbic Acid, Methylparaben Phenoxyethanol, Propylparaben Tetrasodium EDTA, Butylparaben, Orchis Maculata Flower Extract, BHT. +/- [May Contain]: MICA (CI 77019), Titanium dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ferric Ferrocyanide (CI 77510), Carmine (CI 75470), Ultramarines (CI 77007), Red 7 Lake (CI 15850), Red 6 (CI 15850), Red 30 (CI 73360), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985).']",33.0,,,0,0,0,0,0,,Makeup,Face,Setting Spray & Powder,0,,,P109911,Laura Mercier,,,,1765.0,4.2589,,,/productimages/sku/s870675-av-7-zoom.jpg,,,,"<p>Talc, Silica, Dimethicone, Glyceryl Caprylate, P-Anisic Acid, Tocopheryl Acetate, Phalaenopsis Amabilis Extract, Trimethylsiloxysilicate, Zea Mays (Corn) Oil, Mica, Ethylene/Methacrylate Copolymer, Isopropyl Titanium Triisostearate. May Contain/Peut Contenir/(+/-): Titanium Dioxide (Ci 77891), Zinc Oxide (Ci 77947).</p>",,,,https://www.sephora.com/product/secret-brightening-powder-P109911?skuId=870675,,,$35.00,/productimages/sku/s870675-av-8-zoom.jpg,,/productimages/sku/s870675-av-5-zoom.jpg,,0.14 oz/ 4.2 g,Secret Brightening Loose Powder for Under Eyes,,/productimages/sku/s870675-av-4-zoom.jpg,0
P429050,Flawless Fusion Ultra Longwear Concealer,5809,Laura Mercier,93565,4.4189,1900.0,0.23 oz/ 7 mL,Color,2N,light with neutral undertones,"['Water, Cyclopentasiloxane, Isododecane, Glycerin, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Heptyl Undecylenate, Phenyl Trimethicone, Trimethylsiloxysilicate, Neopentyl Glycol Diheptanoate, Bis-PEG/PPG-14/14 Dimethicone, Silica, Quaternium-90 Bentonite, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Tribehenin, Boron Nitride, Polyglyceryl-3 Diisostearate, Lecithin, Pentylene Glycol, Disodium Stearoyl Glutamate, Dimethicone/Vinyl Dimethicone Crosspolymer, Ascorbyl Glucoside, Magnesium Sulfate, Laureth-7, Propylene Carbonate, Aluminum Dimyristate, Triethoxycaprylylsilane, Serica/Silk Powder, Trisodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).']",33.0,,,0,0,0,0,0,"['Natural Finish', 'Liquid Formula', 'Hydrating', 'Long-wearing', 'Full Coverage']",Makeup,Face,Concealer,21,33.0,33.0,P429050,Laura Mercier,,,,1940.0,4.4036,,,/productimages/sku/s2044477-av-04-zoom.jpg,,,,"Water, Cyclopentasiloxane, Isododecane, Glycerin, Cetyl PEG/PPG-10/1 Dimethicone, Butylene Glycol, Heptyl Undecylenate, Phenyl Trimethicone, Trimethylsiloxysilicate, Neopentyl Glycol Diheptanoate, Bis-PEG/PPG-14/14 Dimethicone, Silica, Quaternium-90 Bentonite, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Tribehenin, Boron Nitride, Polyglyceryl-3 Diisostearate, Lecithin, Pentylene Glycol, Disodium Stearoyl Glutamate, Dimethicone/Vinyl Dimethicone Crosspolymer, Ascorbyl Glucoside, Magnesium Sulfate, Laureth-7, Propylene Carbonate, Aluminum Dimyristate, Triethoxycaprylylsilane, Serica/Silk Powder, Trisodium EDTA, Phenoxyethanol, Caprylyl Glycol, Chlorphenesin. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",,,,https://www.sephora.com/product/flawless-fusion-ultra-longwear-concealer-P429050?skuId=2044477,,,$33.00,/productimages/product/p429050-av-03-zoom.jpg,,/productimages/sku/s2044477-av-03-zoom.jpg,,0.23 oz/ 7 mL,Flawless Fusion Ultra Longwear Concealer,,/productimages/sku/s2044477-av-02-zoom.jpg,0
P500622,Ultra-Blur Talc-Free Translucent Loose Setting Powder,5809,Laura Mercier,70676,4.5471,541.0,.7 oz / 20 g,Color,Translucent,very fair to medium skin tones,"['Mica, Lauroyl Lysine, Zinc Stearate, Aluminum Starch Octenylsuccinate, Silica, C13-15 Alkane, Ethylhexylglycerin, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Sodium Hyaluronate, Sorbic Acid. May Contain/Peut Contenir/(+/-): Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Red 7 (Ci 15850), Titanium Dioxide (Ci 77891), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140).']",48.0,,,0,0,0,0,0,"['Loose Powder Formula', 'Hyaluronic Acid', 'Matte Finish', 'Long-wearing', 'Fragrance Free', 'Best for Dry, Combo, Normal Skin']",Makeup,Face,Setting Spray & Powder,2,48.0,48.0,P500622,Laura Mercier,,/productimages/sku/s2588515-av-19-zoom.jpg,,1051.0,4.5271,,,/productimages/sku/s2588515-av-18-zoom.jpg,/productimages/sku/s2588515-av-21-zoom.jpg,,,"-Hyaluronic Acid: Makes the powder comfortable for all skin types. <br>-Amino Acid and Silica Powders: Create a soft-focus effect on fine lines, pores, and imperfections.<br><br>Mica, Lauroyl Lysine, Zinc Stearate, Aluminum Starch Octenylsuccinate, Silica, C13-15 Alkane, Ethylhexylglycerin, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Sodium Hyaluronate, Sorbic Acid. May Contain/Peut Contenir/(+/-): Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Red 7 (Ci 15850), Titanium Dioxide (Ci 77891), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140).",/productimages/sku/s2588515-av-22-zoom.jpg,,,https://www.sephora.com/product/ultra-blur-translucent-loose-setting-powder-P500622?skuId=2588515,,,$52.00,/productimages/sku/s2588515-av-15-zoom.jpg,/productimages/sku/s2588515-av-20-zoom.jpg,/productimages/sku/s2588515-av-17-zoom.jpg,,.7 oz / 20 g,Ultra-Blur Talc-Free Translucent Loose Setting Powder,,/productimages/sku/s2588515-av-16-zoom.jpg,0
P440268,Flawless Lumière Radiance-Perfecting Foundation,5809,Laura Mercier,67983,4.212,1363.0,1 oz/ 30 mL,Color,1C0 Cameo,very fair with cool undertones,"['Water, Cyclopentasiloxane,C30 Isohexadecane, Glycerin, Cetyl Peg/Ppg-10/1 Dimethicone, Butylene Glycol, Polyglyceryl-4 Isostearate, Hexyl Laurate, Peg-10 Dimethicone, Diphenyl Dimethicone, Polymethyl Methacrylate, Dimethicone, Aluminum Starch Octenylsuccinate, Sodium Hyaluronate, Tocopherol, Tocopheryl Acetate, Tremella Fuciformis Sporocarp Extract, Ascorbyl Glucoside, Disodium Stearoyl Glutamate, Methicone, Octyldodecanol, Octyldodecyl Neopentanoate, Tetrahexyldecyl Ascorbate, Acrylates/Ethylhexyl Acrylate Copolymer, Magnesium Sulfate, Nylon-12, Aluminum Hydroxide, Silica, Mica, Acetylated Glycol Stearate,  Disteardimonium Hectorite, Betaine, Phytantriol, Cellulose Gum, Hexylene Glycol, Disodium Edta, Laureth-21, Aminomethyl Propanol, Tin Oxide, Phenoxyethanol, Caprylyl Glycol, Potassium Sorbate. May Contain/Peut Contenir/(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491), Iron Oxides (Ci 77492), Iron Oxides (Ci 77499).']",49.0,,,0,0,0,0,0,"['Natural Finish', 'Liquid Formula', 'Hydrating', 'Long-wearing', 'Fragrance Free', 'Medium Coverage']",Makeup,Face,Foundation,29,49.0,49.0,P440268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P109906,Lip Glacé Lip Gloss,5809,Laura Mercier,52074,4.552,625.0,0.19 oz/ 5.5 mL,Color,150 Melon Sorbet,light coral pink,"['Hydrogenated Polyisobutene, Lanolin Oil (Lanolin), Phytosteryl/Octyldodecyl Lauroyl Glutamate, Polyethylene, Tocopherol, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Flavor (Aroma), Simmondsia Chinensis (Jojoba) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Vitis Vinifera (Grape) Seed Oil, Rosa Damascena Flower Oil, Rosa Gallica Flower Extract, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Alumina, Disteardimonium Hectorite, Propylene Carbonate, Boron Nitride, Aqua/Water/Eau, Glycerin, Calcium Aluminum Borosilicate, Silica, Tin Oxide, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Potassium Sorbate, Sorbic Acid. May Contain/Peut Contenir/(+/-): Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Red 28 Lake (Ci 45410), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985).']",29.0,,,0,0,0,0,0,"['Liquid Formula', 'Shimmer Finish', 'Hydrating', 'Satin Finish', 'Long-wearing', 'Medium Coverage']",Makeup,Lip,Lip Gloss,7,29.0,29.0,P109906,Laura Mercier,,/productimages/sku/s2551588-av-05-zoom.jpg,,635.0,4.5386,,,/productimages/sku/s2551588-av-04-zoom.jpg,,,,"Hydrogenated Polyisobutene, Lanolin Oil (Lanolin), Phytosteryl/Octyldodecyl Lauroyl Glutamate, Polyethylene, Tocopherol, Ricinus Communis (Castor) Seed Oil, Hydrogenated Castor Oil, Flavor (Aroma), Simmondsia Chinensis (Jojoba) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Vitis Vinifera (Grape) Seed Oil, Rosa Damascena Flower Oil, Rosa Gallica Flower Extract, Butyrospermum Parkii (Shea) Butter, Tocopheryl Acetate, Alumina, Disteardimonium Hectorite, Propylene Carbonate, Boron Nitride, Aqua/Water/Eau, Glycerin, Calcium Aluminum Borosilicate, Silica, Tin Oxide, Calcium Sodium Borosilicate, Synthetic Fluorphlogopite, Potassium Sorbate, Sorbic Acid. May Contain/Peut Contenir/(+/-): Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Red 28 Lake (Ci 45410), Red 6 (Ci 15850), Red 7 Lake (Ci 15850), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985). 
",,,,https://www.sephora.com/product/lip-glace-P109906?skuId=2551588,,,$32.00,/productimages/sku/s2551588-av-02-zoom.jpg,,/productimages/sku/s2551588-av-6-zoom.jpg,,0.19 oz/ 5.5 mL,Lip Glacé Lip Gloss ,,/productimages/sku/s2551588-av-01-zoom.jpg,0
P110012,Velour Puff,5809,Laura Mercier,48277,4.1512,946.0,,,,,,16.0,,,0,0,0,0,0,,Makeup,Brushes & Applicators,Sponges & Applicators,0,,,P110012,Laura Mercier,,,,952.0,4.1471,,,,,,,,,,,https://www.sephora.com/product/velour-puff-P110012?skuId=871111,,,$18.00,,,,,,Velour Puff,,,0
P473319,Caviar Stick Eye Shadow - Roseglow Collection,5809,Laura Mercier,47382,4.5185,785.0,0.05 oz/ 1.64 g,Color,Bed of Roses,metallic pink rose,"['Yclopentasiloxane, Trimethylsiloxysilicate, Synthetic Fluorphlogopite, Polyethylene, Lauroyl Lysine, Octyldodecanol, Ozokerite, Synthetic Beeswax, Paraffin, Tin Oxide, Hydrogenated Microcrystalline Wax, Lecithin, Tocopherol, Ascorbyl Palmitate, Citric Acid, Dicalcium Phosphate, Calcium Sodium Borosilicate. May Contain/Peut Contenir/(+/-): Ferric Ferrocyanide (Ci 77510), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Titanium Dioxide (Ci 77891).']",32.0,,,0,0,0,0,0,"['Cream Formula', 'Stick Formula', 'Shimmer Finish', 'Long-wearing', 'Fragrance Free']",Makeup,Eye,Eyeshadow,6,32.0,29.0,P473319,Laura Mercier,,/productimages/sku/s2451300-av-10-zoom.jpg,,816.0,4.5,,/productimages/sku/s2451300-av-04-zoom.jpg,/productimages/sku/s2451300-av-9-zoom.jpg,/productimages/sku/s2451300-av-12-zoom.jpg,,,"Cyclopentasiloxane, Trimethylsiloxysilicate, Synthetic Fluorphlogopite, Polyethylene, Lauroyl Lysine, Octyldodecanol, Ozokerite, Synthetic Beeswax, Paraffin, Tin Oxide, Hydrogenated Microcrystalline Wax, Lecithin, Tocopherol, Ascorbyl Palmitate, Citric Acid, Dicalcium Phosphate, Calcium Sodium Borosilicate. May Contain/Peut Contenir/(+/-): Ferric Ferrocyanide (Ci 77510), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Titanium Dioxide (Ci 77891).",/productimages/sku/s2451300-av-03-zoom.jpg,,,https://www.sephora.com/product/laura-mercier-caviar-stick-eye-shadow-roseglow-collection-P473319?skuId=2451300,,/productimages/sku/s2451300-av-05-zoom.jpg,$33.00,/productimages/sku/s2451300-av-01-zoom.jpg,/productimages/sku/s2451300-av-11-zoom.jpg,/productimages/sku/s2451300-av-8-zoom.jpg,,0.05 oz/ 1.64 g,Caviar Stick Eye Shadow - Roseglow Collection,,/productimages/sku/s2451300-av-02-zoom.jpg,0
P109927,Eye Basics Primer,5809,Laura Mercier,43762,4.3261,1475.0,0.18 oz/ 5 g,Color,Buff,medium pink beige,"['All shades contain:', 'Isododecane, Disteardimonium Hectorite, Cera Alba (Beeswax), Cera Carnauba (Copernicia Cerifera Wax), Ozokerite, Talc, Lanolin Acid, Ethylhexyl Palmitate, Propylene Carbonate, Methylparaben, Phenoxyethanol, Ascorbyl Palmitate, Isopropyl Myristate, Propylparaben, Carthamus Tinctorius (Safflower) Seed Oil, Aloe Barbadensis Leaf Extract, Retinyl Palmitate, Tocopherol, Euphrasia Officinalis Extract, Centaurea Cyanus Flower Extract, Anthemis Nobilis Flower Extract. +/- [May Contain]: CI 77019 (Mica), CI 77891 (Titanium Dioxide), CI 77007 (Ultramarines), CI 77510 (Ferric Ferrocyanide), CI 77499 (Iron Oxides), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77163 (Bismuth Oxychloride).']",28.0,,,0,0,0,0,0,,Makeup,Eye,Eye Primer,3,28.0,28.0,P109927,Laura Mercier,,,,1483.0,4.3149,,,,,,,"<strong>All shades contain:</strong><br />Isododecane, Disteardimonium Hectorite, Cera Alba (Beeswax), Cera Carnauba (Copernicia Cerifera Wax), Ozokerite, Talc, Lanolin Acid, Ethylhexyl Palmitate, Propylene Carbonate, Methylparaben, Phenoxyethanol, Ascorbyl Palmitate, Isopropyl Myristate, Propylparaben, Carthamus Tinctorius (Safflower) Seed Oil, Aloe Barbadensis Leaf Extract, Retinyl Palmitate, Tocopherol, Euphrasia Officinalis Extract, Centaurea Cyanus Flower Extract, Anthemis Nobilis Flower Extract. +/- [May Contain]: CI 77019 (Mica), CI 77891 (Titanium Dioxide), CI 77007 (Ultramarines), CI 77510 (Ferric Ferrocyanide), CI 77499 (Iron Oxides), CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77163 (Bismuth Oxychloride).",,,,https://www.sephora.com/product/eye-basics-P109927?skuId=1098821,,,$29.00,/productimages/sku/s1098821-av-01-zoom.jpg,,,,0.18 oz/ 5 g,Eye Basics Primer,,/productimages/sku/s1098821-av-02-zoom.jpg,0
P427041,Velour Extreme Matte Lipstick,5809,Laura Mercier,41697,4.4915,1176.0,0.035 oz/ 1.4 g,Color,Ruthless,light pinky nude,"['Isododecane, Diisostearyl Malate, Synthetic Wax, Dimethicone, Caprylyl Methicone, Polybutene, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethylimidazolidinone Rice Starch, Glyceryl Caprylate, Distarch Phosphate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Silica, Isoceteth-10. May Contain (+/-): Mica, Red 6 (Ci 15850), Red 7 (Ci 15850), Red 28 Lake (Ci 45410).']",32.0,,,0,0,0,0,0,,Makeup,Lip,Lipstick,5,32.0,32.0,P427041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
P381714,Smooth Finish Foundation Powder,5809,Laura Mercier,40591,4.2029,685.0,0.3 oz/ 9.2 g,Color,10,medium beige with yellow undertones,"['Talc, Mica, Zea Mays (Corn) Starch, Ethylhexyl Methoxycinnamate, Triisostearin, Octyldodecyl Stearoyl Stearate, Dimethicone, Myristyl Trisiloxane, Soybean Glycerides, Zinc Stearate, Chlorphenesin, Potassium Sorbate, Polyperfluoroethoxymethoxy Difluoroethyl Peg Phosphate, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Tetrasodium Edta, Silica, Dimethiconol, Bht, Ascorbyl Palmitate, May Contain: Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77947 (Zinc Oxide (Nano).']",52.0,,,0,0,0,0,0,"['Pressed Powder Formula', 'Matte Finish', 'Long-wearing', 'Medium Coverage', 'Oil Free']",Makeup,Face,Foundation,14,52.0,52.0,P381714,Laura Mercier,,/productimages/sku/s1530534-av-5-zoom.jpg,,696.0,4.1983,,,/productimages/sku/s1530534-av-03-zoom.jpg,,,,"Talc, Mica, Zea Mays (Corn) Starch, Ethylhexyl Methoxycinnamate, Triisostearin, Octyldodecyl Stearoyl Stearate, Dimethicone, Myristyl Trisiloxane, Soybean Glycerides, Zinc Stearate, Chlorphenesin, Potassium Sorbate, Polyperfluoroethoxymethoxy Difluoroethyl Peg Phosphate, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Tetrasodium Edta, Silica, Dimethiconol, Bht, Ascorbyl Palmitate, May Contain: Ci 77891 (Titanium Dioxide), Ci 77491, Ci 77492, Ci 77499 (Iron Oxides), Ci 77947 (Zinc Oxide (Nano).",,,,https://www.sephora.com/product/smooth-finish-foundation-powder-P381714?skuId=1530534,,,$52.00,/productimages/product/p381714-av-01-zoom.jpg,/productimages/sku/s1530534-av-04-zoom.jpg,/productimages/sku/s1530534-av-02-zoom.jpg,,0.3 oz/ 9.2 g,Smooth Finish Foundation Powder,,/productimages/product/p381714-av-02-zoom.jpg,0
P482286,Tinted Moisturizer Blush,5809,Laura Mercier,39633,4.369,588.0,0.5 oz/ 15 mL,Color,Southbound,peachy pink,"['Aqua/Water/Eau, Ethylhexyl Olivate, Butylene Glycol, Glycerin, Rubus Idaeus (Raspberry) Seed Oil, Silica, Glyceryl Stearate, Peg-100 Stearate, Squalane, Tocopherol, Opuntia Ficus-Indica Stem Extract, Aloe Barbadensis Flower Extract, Coccinia Indica Fruit Extract, Corallina Officinalis Extract, Curcuma Longa (Turmeric) Root Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Eclipta Prostrata Extract, Moringa Oleifera Seed Oil, Tin Oxide, Cetearyl Alcohol, Coco-Glucoside, Polysorbate 60, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium Phosphate, Disodium Edta, Potassium Hydroxide, Tetrahexyldecyl Ascorbate, Xanthan Gum, Alumina, Synthetic Fluorphlogopite, Ethylhexylglycerin, Phenoxyethanol. May Contain/Peut Contenir/(+/-): Bismuth Oxychloride (Ci 77163), Carmine (Ci 75470), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Titanium Dioxide (Ci 77891).']",30.0,,,0,0,0,0,0,"['Light Coverage', 'Natural Finish', 'Cream Formula', 'Hydrating', 'Fragrance Free', 'Without Parabens']",Makeup,Cheek,Blush,8,30.0,30.0,P482286,Laura Mercier,,,,657.0,4.2861,,,/productimages/sku/s2518215-av-17-zoom.jpg,,,," -Raspberry Seed: Conditions the skin.<br>-Prickly Pear: Hydrates the skin. <br><br>Aqua/Water/Eau, Ethylhexyl Olivate, Butylene Glycol, Glycerin, Rubus Idaeus (Raspberry) Seed Oil, Silica, Glyceryl Stearate, Peg-100 Stearate, Squalane, Tocopherol, Opuntia Ficus-Indica Stem Extract, Aloe Barbadensis Flower Extract, Coccinia Indica Fruit Extract, Corallina Officinalis Extract, Curcuma Longa (Turmeric) Root Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Solanum Melongena (Eggplant) Fruit Extract, Eclipta Prostrata Extract, Moringa Oleifera Seed Oil, Tin Oxide, Cetearyl Alcohol, Coco-Glucoside, Polysorbate 60, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium Phosphate, Disodium Edta, Potassium Hydroxide, Tetrahexyldecyl Ascorbate, Xanthan Gum, Alumina, Synthetic Fluorphlogopite, Ethylhexylglycerin, Phenoxyethanol. May Contain/Peut Contenir/(+/-): Bismuth Oxychloride (Ci 77163), Carmine (Ci 75470), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica, Titanium Dioxide (Ci 77891). ",,,,https://www.sephora.com/product/laura-mercier-tinted-moisturizer-blush-P482286?skuId=2518215,,,$32.00,/productimages/sku/s2518215-av-05-zoom.jpg,,/productimages/sku/s2518215-av-16-zoom.jpg,,0.5 oz/ 15 mL,Tinted Moisturizer Cream Blush,,/productimages/sku/s2518215-av-10-zoom.jpg,0
P467957,Secret Camouflage Correct and Brighten Concealer Duo Stick,5809,Laura Mercier,32009,4.2718,1218.0,2 x 0.03 oz/ 1 g,Color,1W,light with warm undertones,"['Correct Camouflage for Complexion:', 'Isodecyl Neopentanoate, Polymethylsilsesquioxane, Polyethylene, Propylene Glycol Dicaprylate/Dicaprate, HDI/Trimethylol Hexyllactone Crosspolymer, Isononyl Isononanoate, Dicalcium Phosphate, Synthetic Wax, Octyldodecanol, Nelumbo Nucifera Flower Extract, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Isostearic Acid, Polyglyceryl-3 Polyricinoleate, Lecithin, Phytosphingosine, Dimethicone/Vinyl Dimethicone Crosspolymer, Laureth-4, C30-45 Alkyl Dimethicone, Cetyl Dimethicone, Dimethicone, Disteardimonium Hectorite, Propylene Carbonate. May Contain/Peut Contenir/(+/-): Blue 1 Lake (CI 42090), Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891), Ultramarines (CI 77007).', 'Brighten Concealer for Under Eyes:', 'Dimethicone, Squalane, Phenyl Trimethicone, Synthetic Wax, Octyldodecanol, Caprylic/Capric Triglyceride, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Dipentaerythrityl Hexahydroxystearate, Cera Carnauba/Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Disteardimonium Hectorite, Diacetyl Boldine, Polyethylene, Astrocaryum Murumuru Seed Butter, Tocopherol, Dicalcium Phosphate, Alcohol Denat., Propylene Carbonate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Aqua/Water/Eau. May Contain/Peut Contenir/(+/-): Iron Oxides (CI 77491, CI 77492, CI 77499), Mica, Titanium Dioxide (CI 77891), Ultramarines (CI 77007), Blue 1 Lake (CI 42090).']",36.0,,,0,0,0,0,0,,Makeup,Face,Concealer,15,36.0,36.0,P467957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
